id;id_givts;name
2191;1904;Институт мировой экономики
2209;1842;Брянский институт управления и бизнеса
2212;1883;Камский институт гуманитарных и инженерных технологий
2220;111029;Академия акварели и изящных искусств Сергея Андрияки
2226;1645;федеральное государственное бюджетное образовательное учреждение высшего образования Российская академия музыки имени Гнесиных
2232;110418;Университет Российского инновационного образования
2234;110171;Восточно-европейский институт
2236;1789;Академия Русского балета имени А.Я. Вагановой
2640;0;Федеральное государственное унитарное предприятие «Рязанский опытный завод»
2717;0;Научно­-исследовательский проектный институт
2745;1743;Московская государственная академия физической культуры
2861;1817;Академия маркетинга и социально-информационных технологий – ИМСИТ (г. Краснодар)
2864;110410;Сургутский государственный университет
2866;1963;Международный юридический институт
2868;110219;Институт законоведения и управления ВПА
2873;1853;Самарский университет государственного управления «Международный институт рынка»
2875;1960;Московский социально-педагогический институт
2876;1968;Сибирский институт бизнеса и информационных технологий
2880;1880;Международный институт экономики и права
2886;110284;Кубанский медицинский институт
2888;1924;Омская гуманитарная академия
2891;110330;Московский психолого-социальный университет
2898;110239;Институт радиоэлектроники, сервиса и диагностики
2899;1925;Кисловодский гуманитарно-технический  институт
2906;113409;Университет Иннополис
3062;1725;Московский государственный университет имени М.В.Ломоносова
3127;2008;Волгоградский институт бизнеса
3131;1926;Московский региональный социально-экономический институт
3132;110334;Московский художественно-промышленный институт
3133;1912;Вятский социально-экономический институт
3135;110255;Институт Управления, Бизнеса и Права (г. Пятигорск)
3137;5618;Санкт-Петербургский институт искусств и реставрации
3138;110286;Кумертауский институт экономики и права
3139;2000;Институт дружбы народов Кавказа
3140;110227;Институт международного права и экономики имени А.С. Грибоедова
3142;113593;Технический университет УГМК
3143;113589;Национальный институт финансовых рынков и управления
3144;112814;Высшая школа сценических искусств
3145;2094;Дагестанская академия образования и культуры
3146;1716;Российская государственная академия интеллектуальной собственности
3147;1859;Таганрогский институт управления и экономики
3148;1952;Московский финансово-юридический университет МФЮА
3149;1990;Университет при Межпарламентской Ассамблее ЕврАзЭС
3151;1690;ИРКУТСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ А.А.ЕЖЕВСКОГО
3152;1821;Дагестанский теологический институт имени Саида Афанди
3154;5519;Университет экономики и управления
3155;1901;Казанский инновационный университет имени В.Г. Тимирясова (ИЭУП)
3156;2067;Уральский Университет-Уральский институт экономики, управления и права
3157;113232;Всероссийский научно-исследовательский институт авиационных материалов
3158;666666818;Художественно-технический институт
3159;110202;Ессентукский институт управления, бизнеса и права
3160;1866;Московская международная высшая школа бизнеса «МИРБИС» (Институт)
3161;110295;Международная академия бизнеса и управления
3162;1935;Частное образовательное учреждение высшего образования «Северо-Кавказский гуманитарный институт»
3163;2018;Санкт-Петербургский медико-социальный институт
3164;110313;Московский городской университет управления Правительства Москвы
3165;110192;Дальневосточный институт коммуникаций
3166;110161;Белгородский государственный институт искусств и культуры
3167;110431;Чувашский государственный институт культуры и искусств Министерства культуры, по делам национальностей и архивного дела Чувашской Республики
3168;110301;Международный славянский институт
3169;110315;Московский государственный институт музыки имени А.Г. Шнитке
3170;110189;Дагестанский государственный университет народного хозяйства
3171;110169;Воронежский институт экономики и социального управления
3172;110288;Курская академия государственной и муниципальной службы
3173;110282;Краснодарский муниципальный медицинский институт высшего сестринского образования
3176;110160;Башкирская академия государственной службы и управления при Главе Республики Башкортостан
3179;2012;Московский информационно-технологический университет - Московский архитектурно-строительный институт
3181;110145;Академия социального управления
3183;110428;БЮДЖЕТНОЕ  УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА – ЮГРЫ «ХАНТЫ-МАНСИЙСКАЯ ГОСУДАРСТВЕННАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ»
3184;5516;Крымский инженерно-педагогический университет имени Февзи Якубова
3193;110135;Институт международных связей
3210;110393;Славяно-Греко-Латинская Академия
3218;1933;Восточно-Европейский институт психоанализа
3220;110291;Ленинградский государственный университет имени А.С. Пушкина
3222;1909;Институт экономики и антикризисного управления
3223;110365;Петербургский институт иудаики
3224;1971;Южный университет (ИУБиП)
3225;1838;Южно-Уральский технологический университет
3226;120150;РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ – ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКАЯ ДУХОВНАЯ АКАДЕМИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ»
3227;120296;Сретенская духовная семинария Русской Православной Церкви
3228;666666851;Оренбургская духовная семинария Оренбургской Епархии Русской Православной Церкви
3240;1834;Московский финансово-промышленный университет «Синергия»
3242;2183;Московский городской педагогический университет
3246;110232;Институт бизнеса и дизайна
3255;110144;Академия социального образования
3256;2035;Сибирский институт бизнеса управления и психологии
3258;110372;Российская академия адвокатуры и нотариата
3259;110266;Институт экономики и культуры
3262;110316;Государственный Социально-Гуманитарный Университет
3263;110317;Московский государственный областной университет
3269;1781;Российский государственный университет правосудия
3272;110281;Коми республиканская академия государственной службы и управления
3274;2065;Санкт-Петербургский Гуманитарный университет профсоюзов
3279;1967;Московская высшая школа социальных и экономических наук
3281;110536;Европейский университет в Санкт-Петербурге
3282;1876;ВОРОНЕЖСКИЙ ИНСТИТУТ ВЫСОКИХ ТЕХНОЛОГИЙ
3292;1824;Международный банковский институт имени Анатолия Собчака
3297;110230;Институт менеджмента, экономики и инноваций
3299;110351;Новосибирский государственный театральный институт
3300;110188;Гуманитарный институт (г. Москва)
3301;110180;Государственный институт экономики, финансов, права и технологий
3302;110347;Нижегородский государственный инженерно-экономический университет
3303;666666854;Национальный медицинский исследовательский центр имени В.А. Алмазова
3304;2002;Автономная некоммерческая образовательная организация высшего образования 
3305;110422;"Автономная некоммерческая образовательная организация высшего образования ""Уральский Финансово-Юридический институт"""
3306;113588;Автономная некоммерческая образовательная организация высшего образования «Крымский институт бизнеса»
3307;113493;Автономная некоммерческая образовательная организация высшего образования «Сколковский институт науки и технологий»
3308;113596;Институт театрального искусства имени Народного артиста СССР И.Д.Кобзона
3309;110267;"Автономная некоммерческая организация высшего образования ""Автомобильно-транспортный институт"""
3310;1832;"Автономная некоммерческая организация высшего образования ""Институт ""Верхневолжье"""
3311;110222;"Автономная некоммерческая организация высшего образования ""Институт информационных технологий экономики и менеджмента"""
3312;110248;Автономная некоммерческая организация высшего образования «Институт социальных наук»
3313;1994;Институт экономики и управления
3314;1970;Автономная некоммерческая организация высшего образования «Международный институт экономики и менеджмента» 
3315;110344;Национальный открытый институт г. Санкт- Петербург
3316;113568;Автономная некоммерческая организация высшего образования «Поволжский православный институт имени Святителя Алексия, митрополита Московского»
3317;1977;Санкт-Петербургская юридическая академия
3318;110214;Автономная некоммерческая организация высшего образования «Институт гуманитарного образования и информационных технологий»
3319;5625;Автономная некоммерческая организация высшего образования «Северо-Западный открытый технический университет»
3320;110156;Байкальский гуманитарный институт
3321;110409;"бюджетное учреждение высшего образования Ханты-Мансийского автономного округа - Югры ""Сургутский государственный педагогический университет"""
3322;2066;Владимирский институт туризма и гостеприимства
3323;110155;Астраханский государственный архитектурно-строительный университет
3324;110345;"Государственное автономное образовательное учреждение высшего образования ""Невинномысский государственный гуманитарно-технический институт"""
3325;110314;Московский государственный институт физической культуры, спорта и туризма имени Ю.А.Сенкевича
3326;110154;Альметьевский государственный нефтяной институт
3327;110173;"Государственное бюджетное образовательное учреждение высшего образования ""Высшая школа музыки Республики Саха (Якутия) (институт) имени В. А. Босикова"""
3328;110354;"государственное бюджетное образовательное учреждение высшего образования ""Оренбургский государственный институт искусств им. Л. и М. Ростроповичей"""
3329;110402;"государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный педагогический институт"""
3330;110433;Государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный институт искусств имени П.И. Чайковского»
3331;110391;Государственное бюджетное образовательное учреждение высшего образования «Северо-Осетинский государственный педагогический институт»
3332;110425;Технологический университет
3333;110302;государственное бюджетное образовательное учреждение высшего образования Московской области «Университет «Дубна»
3334;5517;"Государственное бюджетное образовательное учреждение высшего образования Республики Крым ""Крымский университет культуры, искусств и туризма"""
3335;110293;"государственное бюджетное образовательное учреждение высшего образования Челябинской области ""Магнитогорская государственная консерватория (академия) имени М.И. Глинки"""
3336;110164;"государственное образовательное бюджетное учреждение культуры высшего образования ""Волгоградский государственный институт искусств и культуры"""
3337;110454;Государственный гуманитарно-технологический университет
3338;120140; Саратовская православная духовная семинария Саратовской Епархии Русской Православной Церкви
3339;1877;Институт социальных и гуманитарных знаний
3340;110276;Казанский институт предпринимательства и права
3341;2040;Казанский институт финансов, экономики и информатики
3342;2003;Московский институт юриспруденции
3343;110165;Волгоградская консерватория (институт) имени П.А.Серебрякова
3344;110167;"Муниципальное бюджетное образовательное учреждение высшего образования ""Волжский институт экономики, педагогики и права"""
3345;110200;Муниципальное бюджетное образовательное учреждение высшего образования «Екатеринбургская академия современного искусства» (институт)
3346;1854;"Негосударственное (частное) образовательное учреждение высшего образования ""Томский институт бизнеса"""
3347;110190;Негосударственное образовательное учреждение высшего образования «Дагестанский медицинский стоматологический институт»
3348;110352;"Негосударственное образовательное учреждение высшего профессионального образования ""Новосибирский институт экономики, психологии и права"""
3349;2019;Уральский институт коммерции и права
3350;666667376;Негосударственное образовательное частное учреждение высшего образования «Международный институт информатики, управления, экономики и права в г. Москве»
3351;1974;Образовательная организация высшего образования «Миссионерский институт»
3352;110283;"Некоммерческое частное образовательное учреждение высшего образования ""Кубанский институт информзащиты"""
3353;110395;Смоленский государственный институт искусств
3354;120266;Институт образовательных технологий и гуманитарных наук
3355;2079;Образовательное учреждение высшего образования  «Санкт-Петербургский институт внешнеэкономических связей, экономики и права».
3356;1882;АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «ИНСТИТУТ СТРАН ВОСТОКА»
3357;110327;Образовательное частное учреждение высшего образования «Московский областной институт управления и права»
3358;666667488;Религиозная организация - духовная образовательная организация высшего образования «Кузбасская православная духовная семинария Кемеровской Епархии Русской Православной Церкви (Московский Патриархат)»
3359;120128;Религиозная организация - духовная образовательная организация высшего образования «Санкт-Петербургская Духовная Академия Русской Православной Церкви»
3360;1870;Религиозная организация - духовная образовательная организация высшего образования «Смоленская Православная Духовная Семинария Смоленской Епархии Русской Православной Церкви»
3361;666666790;"Религиозная организация - духовная образовательная организация высшего образования Русской Православной Церкви ""Общецерковная аспирантура и докторантура им. святых равноапостольных Кирилла и Мефодия"""
3362;666667484;"Религиозная организация -духовная образовательная организация высшего образования ""Николо-Угрешская Духовная семинария Русской Православной Церкви"""
3363;5961;Религиозная организация -духовная образовательная организация высшего образования «Пензенская духовная семинария Пензенской Епархии Русской Православной Церкви»
3364;110381;Санкт-Петербургское государственное автономное образовательное учреждение высшего образования
3365;110261;"Учреждение высшего образования ""Институт финансов и права"""
3366;1918;Частное образовательное учреждение высшего образования «Региональный открытый социальный институт»
3367;2017;Международная Полицейская Академия ВПА
3368;110157;"Частное образовательное учреждение высшего образования ""Байкальский экономико-правовой институт"""
3369;1822;Балтийская академия туризма и предпринимательства
3370;2043;Частное образовательное учреждение Высшего образования 
3371;110159;"Частное образовательное учреждение высшего образования ""Балтийский институт экологии, политики и права"""
3372;110204;Западно-Уральский институт экономики и права
3373;2042;Частное образовательное учреждение высшего образования «Институт специальной педагогики и психологии»
3374;1851;"Частное образовательное учреждение высшего образования ""Курский институт менеджмента, экономики и бизнеса"""
3375;1863;"Частное образовательное учреждение высшего образования ""Липецкий эколого-гуманитарный институт"""
3376;2092;"Частное образовательное учреждение высшего образования ""Приамурский институт агроэкономики и бизнеса"""
3377;2070;Ростовский институт защиты предпринимателя
3378;1907;"Частное образовательное учреждение высшего образования ""Русская христианская гуманитарная академия"""
3379;1927;"Частное образовательное учреждение высшего образования ""Северо-Кавказский институт бизнеса, инженерных и информационных технологий"""
3380;1826;"Частное образовательное учреждение высшего образования ""Социально-педагогический институт"""
3381;110419;"Частное образовательное учреждение высшего образования ""Уральский институт бизнеса и управления"""
3382;1886;"частное образовательное учреждение высшего образования ""Уральский институт бизнеса"""
3383;111209;Частное образовательное учреждение высшего образования «Царицынский православный университет Преподобного Сергия Радонежского» 
3384;110174;"Частное учреждение высшего образования ""Высшая школа предпринимательства (институт)"""
3385;666667461;Университет «Реавиз»
3386;111141;Частное учреждение высшего образования «Российский исламский институт»
3387;110436;Якутский гуманитарный институт
3391;100344;Институт законодательства и сравнительного правоведения при Правительстве Российской Федерации
3461;1832;ИНСТИТУТ «ВЕРХНЕВОЛЖЬЕ»
3468;666668994;Мусульманская религиозная организация духовная образовательная организация высшего образования «Болгарская исламская академия»
3474;2002;Невский институт языка и культуры
3482;666668993;духовная образовательная организация высшего образования евангельских христиан-баптистов «Санкт-Петербургский Христианский Университет»
3656;110308;Московская академия предпринимательства
3778;0;Национальный медицинский исследовательский центр сердечно-сосудистой хирургии имени А.Н. Бакулева
3790;0;Троицкое
3791;0;Омский экспериментальный завод
3792;0;Григорьевское
3793;0;Рязанский опытный завод
