2050;2;2307;1;19;2;0;2461;0;0;529;83;0;0;12;343;0;0;8
2067;2;2307;3;19;2;0;0;0;0;7;0;0;0;0;12;0;0;0
2072;2;2307;5;19;2;0;1453;0;0;1007;0;0;0;0;606;0;0;222
3016;3;2307;1;19;2;0;2960;0;0;733;244;0;0;345;570;0;0;30
3046;3;2307;3;19;2;0;64;0;0;95;0;0;0;0;0;0;0;0
3055;3;2307;5;19;2;0;536;0;0;1506;0;0;0;0;78;0;0;94
3720;10000009;2307;1;19;2;0;418;0;0;9;269;0;0;0;22;0;0;2
3730;10000009;2307;3;19;2;0;0;0;0;0;0;0;0;0;0;0;0;6
3735;10000009;2307;5;19;2;0;67;0;0;325;0;0;0;0;3;0;0;9
4289;10000010;2307;1;19;2;0;312;0;0;7;0;0;0;0;0;0;0;0
4298;10000010;2307;5;19;2;0;42;0;0;373;0;0;0;0;0;0;0;0
8210;5;2307;1;19;2;0;1664;0;0;590;347;0;0;381;254;0;0;66
8223;5;2307;3;19;2;0;0;0;0;81;0;0;0;0;0;0;0;42
8230;5;2307;5;19;2;0;26;0;0;687;0;0;0;198;0;0;0;0
8865;6;2307;1;19;2;0;1162;0;0;17;0;0;0;0;30;0;0;0
8874;6;2307;3;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0
8882;6;2307;5;19;2;0;780;0;0;617;0;0;0;0;109;0;0;11
9497;7;2307;1;19;2;0;733;0;0;25;0;0;0;0;170;0;0;2
9505;7;2307;5;19;2;0;403;0;0;567;0;0;0;0;35;0;0;23
10187;9;2307;1;19;2;0;1742;0;0;230;0;0;0;0;104;0;0;4
10201;9;2307;3;19;2;0;13;0;0;4;0;0;0;0;0;0;0;0
10208;9;2307;5;19;2;0;1379;0;0;1738;0;0;0;0;241;0;0;545
13070;12;2307;1;19;2;0;888;0;0;1672;189;0;0;1081;387;0;0;166
13100;12;2307;3;19;2;0;16;0;0;187;0;0;0;59;0;0;0;0
13110;12;2307;5;19;2;0;223;0;0;1868;17;0;0;1060;181;0;0;948
13865;10000037;2307;1;19;2;0;26;0;0;405;0;0;0;0;0;0;0;0
13872;10000037;2307;3;19;2;0;0;0;0;144;0;0;0;0;0;0;0;0
13880;10000037;2307;5;19;2;0;49;0;0;310;0;0;0;0;0;0;0;0
14542;10000038;2307;1;19;2;0;0;0;0;73;0;0;0;0;0;0;0;0
14547;10000038;2307;3;19;2;0;0;0;0;86;0;0;0;0;0;0;0;0
14552;10000038;2307;5;19;2;0;24;0;0;220;0;0;0;0;0;0;0;0
15193;10000039;2307;1;19;2;0;0;0;0;11;0;0;0;0;0;0;0;0
15200;10000039;2307;3;19;2;0;0;0;0;42;0;0;0;0;0;0;0;0
15208;10000039;2307;5;19;2;0;0;0;0;50;0;0;0;0;0;0;0;0
16047;14;2307;1;19;2;0;2749;0;0;687;85;0;0;19;499;0;0;3
16072;14;2307;3;19;2;0;52;0;0;64;0;0;0;0;45;0;0;16
16085;14;2307;5;19;2;0;2125;0;0;2144;0;0;0;0;843;0;0;576
17328;15;2307;1;19;2;0;2870;0;0;2897;452;0;0;643;853;0;0;232
17377;15;2307;3;19;2;0;188;0;0;466;0;0;0;5;143;0;0;90
17390;15;2307;5;19;2;0;658;0;0;2801;0;0;0;418;549;0;0;1037
18101;10000046;2307;1;19;2;0;373;0;0;144;0;0;0;0;0;0;0;0
18110;10000046;2307;3;19;2;0;0;0;0;274;0;0;0;0;0;0;0;0
18117;10000046;2307;5;19;2;0;160;0;0;1005;0;0;0;0;0;0;0;0
18945;10000047;2307;1;19;2;0;1134;0;0;823;0;0;0;189;89;0;0;56
18960;10000047;2307;3;19;2;0;0;0;0;616;0;0;0;0;8;0;0;104
18971;10000047;2307;5;19;2;0;162;0;0;2971;0;0;0;163;43;0;0;595
19630;10000048;2307;1;19;2;0;35;0;0;75;0;0;0;0;0;0;0;0
19637;10000048;2307;3;19;2;0;40;0;0;105;0;0;0;0;0;0;0;0
19642;10000048;2307;5;19;2;0;15;0;0;739;0;0;0;0;0;0;0;0
20358;10000049;2307;1;19;2;0;1115;0;0;47;0;0;0;0;42;0;0;0
20368;10000049;2307;3;19;2;0;0;0;0;70;0;0;0;0;19;0;0;14
20373;10000049;2307;5;19;2;0;194;0;0;847;0;0;0;0;16;0;0;50
25984;17;2307;1;19;2;0;2380;0;0;2032;1185;0;0;2123;509;0;0;101
26115;17;2307;3;19;2;0;23;0;0;16;0;0;0;25;69;0;0;17
26124;17;2307;5;19;2;0;1101;0;0;1831;85;0;0;569;833;0;0;1051
26699;10000055;2307;1;19;2;0;130;0;0;238;0;0;0;0;0;0;0;0
26709;10000055;2307;5;19;2;0;171;0;0;1309;0;0;0;0;0;0;0;0
27209;18;2307;1;19;2;0;18;0;0;5;0;0;0;0;2;0;0;0
27220;18;2307;5;19;2;0;0;0;0;0;0;0;0;0;0;0;0;1
27896;19;2307;1;19;2;0;843;0;0;18;0;0;0;0;34;0;0;0
27906;19;2307;3;19;2;0;2;0;0;6;0;0;0;0;1;0;0;0
27913;19;2307;5;19;2;0;1642;0;0;263;0;0;0;0;128;0;0;6
28609;21;2307;1;19;2;0;1664;0;0;121;0;0;0;0;112;0;0;0
28621;21;2307;3;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0
28629;21;2307;5;19;2;0;745;0;0;365;0;0;0;0;148;0;0;78
29457;23;2307;1;19;2;0;1142;0;0;43;101;0;0;1;242;0;0;5
29467;23;2307;3;19;2;0;0;0;0;0;0;0;0;0;18;0;0;2
29474;23;2307;5;19;2;0;635;0;0;907;55;0;0;8;68;0;0;19
31545;26;2307;1;19;2;0;1570;0;0;1299;10;0;0;467;148;0;0;83
31569;26;2307;3;19;2;0;0;0;0;135;0;0;0;41;0;0;0;78
31577;26;2307;5;19;2;0;1059;0;0;700;0;0;0;123;165;0;0;660
